indicador_aprobacion_evo,valor_prediccion,limite_credito,fecha,hora,num_cuentas_deuda_120,porc_credito_revolving_nuevo,porc_credito_revolving_antiguo,prom_cuentas_credito_6m,total_cuentas_credito_6m,max_meses_credito_abierto,max_cuota_prestamo,max_monto_prestamo,max_monto_capacidad_prestamo,max_plazo,min_plazo,tasa_interes,monto_solicitado,puntuacion,ingreso_elegido,ingreso_reportado,id
0,,,2023-11-05 00:00:00,14:19:13,,,,,,,,,,,,,,,,0.0003666972247687,9092a6016c9e24912ea036ce4c62d1d5590f56e69547f3f087a5c66867c3e34a
1,0.133266,,2023-11-15 00:00:00,17:07:19,0.0,,,,,,0.0157452848603881,0.029090909090909,0.0144970431694888,0.5,0.3333333333333333,0.9677419354838708,0.0404040404040404,,0.010603,0.0004500375031252,13763de30932138c30edb9bfef527303222cc9d16d3c1b476c6c3dc818038bf9
1,0.139239,,2023-10-28 00:00:00,13:30:33,0.0,,,,,,0.0342190792371845,0.0454545454545454,0.0342190792371845,0.5,0.3333333333333333,0.8370967741935484,0.0151515151515151,,0.033124,0.0007500625052087,3c329f38ee1c6fb18c4c6e2e45a2a2bf86b68c7373ab58af7dab6f1a0d482d83
0,0.339631,,2023-10-21 00:00:00,13:53:28,0.1428571428571428,,,,,,0.0,0.0,,0.0,0.0,0.0,0.005050505050505,,0.014998,0.0003333611134261,9ba56c28737c71f2685614352aea687d7fd4d6202bcc2b505eb5d44b1a942e70
1,0.207383,,2023-10-21 00:00:00,02:25:37,0.0,,,,,,0.0145116344409061,0.0345454545454545,0.0145116344409061,0.5,0.3333333333333333,0.8370967741935484,0.0151515151515151,,0.012579,0.0003333611134261,475149879a02a4624ee29804cda7ff8efe6c37e8cbb0ba14296fcd330a1327cd
0,0.064142,,2023-11-12 00:00:00,13:25:12,0.0,,,,,,0.0,0.0,0.0,1.0,0.3333333333333333,0.6435483870967742,0.1919191919191919,,0.055,0.0008334027835652,545147622f04f00a28626eefc1080b9e11a54f4de9eaab96fe77fc62f045ed36
0,0.412079,,2023-11-04 00:00:00,16:32:35,0.2857142857142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0101010101010101,,0.017232,0.0005000416701391,921f3ee379c3e636c1a3d776befa820688f4e3dec0df21889b3c0f37e06b9dd3
0,0.30555,,2023-11-01 00:00:00,00:37:08,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,,0.014247,0.0005000416701391,265dc78bb695fb76fa828379a13bcd243ae1e95dfae737f67e22b624b7565542
0,,,2024-01-20 00:00:00,18:35:33,,,,,,,,,,,,,0.0404040404040404,,,0.0006667222268522,a87fa81e440d955fb2d0f9ca992751783d5859cd86c9fd18a072cc3024e7d699
1,0.05288,,2023-11-01 00:00:00,14:12:31,0.0,,,,,,0.1965723150504326,0.2727272727272727,0.0,1.0,0.3333333333333333,0.6435483870967742,0.1414141414141414,,0.15,0.0024168680723393,59d5a73879009af915749bb6498d0dc7eb85620bc678140d41e591639aa5e8f2
